# RELIQUARY — Kartentexte Chinesisch (vereinfacht)
# Blöcke: "## Englischer Name" als Schlüssel, dann n/s/lN/tN.
# Archetype-Namen (verbindlich): Apocrypha=伪典 Archfiend=狱魔 Barrierstruck=障壁
# Deathpoem=挽诗 Deckay=朽库 Dragon Shrine=龙祠 Failsafe=保险 Fethaerbreese=羽风
# Forgeheart=锻心 Gaslight=惑光 Genostitched=缝生 Gravemaw=墓喉 Heavenly=天界
# Hexweaver=咒织 Kindlekin=薪火 Lightless=无光 Lyria=莉里亚 Manacle=铁镣
# Mechination=机谋 Mimicrypt=拟墓 Paperbound=纸缚 Powderkeg=药桶 Redactor=涂墨
# Sacrilegion=渎圣军 Sleightwind=巧风 Slowburn=慢燃 Snugglet=偎偎兽 Tidebound=缚潮
# Trapline=陷线 Wyldpack=野群
## Abyss Titan
t0 此卡被召唤时：把对手控制的至多2只攻击力2000以下的怪兽返回持有者的手牌。
l1 袖中安可
t1 支付2点法力：从你的墓地把1只怪兽加入手牌。
## Slow to Anger
n 不轻易动怒
l0 ……终于怒了
t0 每回合一次：支付2点法力；此卡永久获得400攻击力。
## Slowburn Candlewick
n 慢燃烛芯
l0 铺设引线
t0 此卡被召唤时：你可以从卡组盖放1张“慢燃”法术。
l1 两条引线一起铺
t1 改为支付2点法力：盖放至多2张不同名的。
## Slowburn Chandler
n 慢燃烛匠
l0 换芯
t0 支付1点法力：从你的墓地把1张“慢燃”卡返回手牌。
l1 掐灭火苗
t1 支付2点法力：对手本回合不能特殊召唤。
## Slowburn Emberlord
n 慢燃余烬之主
l0 提前点燃
t0 每回合一次——支付3点法力：触发你在本回合之前盖放的1张“慢燃”法术的充能效果。
## Slowburn Fire Watch
n 慢燃守火人
l0 夜间守望
t0 在你的准备阶段：你可以从手牌盖放1张“慢燃”法术。
l1 拨动炭火
t1 支付2点法力：从你的墓地把1张“慢燃”卡返回手牌。
## Slowburn Matchseller
n 慢燃卖火柴人
l0 人人有火柴
t0 此卡被召唤时：从你的卡组盖放1张“慢燃”法术。
l1 最后一根火柴
t1 支付2点法力并从你的墓地放逐此卡：从你的墓地把1张“慢燃”法术返回手牌。
## Slowburn Pyrekeeper
n 慢燃守燃者
l0 引爆
t0 支付3点法力：触发你在本回合之前盖放的1张“慢燃”法术的充能效果。
## Slowburn, Backdraft
n 慢燃·回燃
s 对手控制的怪兽比你多——支付2点法力。
l0 气流涌入
t0 此卡被召唤的场合：本回合获得2点法力。
l1 门口闪燃
t1 支付2点法力：对手控制的1只怪兽失去600攻击力。
## Slowburn, the Inevitable Spark
n 慢燃·必然的火花
s 你的墓地有3张以上法术。费用3点法力。
l0 铺好线路
t0 此卡被召唤时：从你的卡组盖放至多2张“慢燃”法术。
l1 它早已被点燃
t1 每回合一次——支付2点法力：触发你在本回合之前盖放的1张“慢燃”法术的充能效果。
## Slowburn, the Patient Flame
n 慢燃·耐心的火焰
s 你的墓地有2张以上法术——支付3点法力。
l0 放长线
t0 此卡被召唤的场合：你可以从卡组盖放至多2张“慢燃”法术。
l1 引爆
t1 支付2点法力：触发你在本回合之前盖放的1张“慢燃”法术的充能效果。
## Slowburn: Banked Flame
n 慢燃：封存的火种
l0 引线点燃
t0 抽1张卡。
l1 充能：轰燃
t1 充能（在你的准备阶段自动触发）：抽2张卡，本回合获得2点法力。
## Slowburn: Deep Coals
n 慢燃：深埋的炭火
l0 引线点燃
t0 对手控制的1只怪兽失去400攻击力。
l1 充能：喷发
t1 充能（在你的准备阶段自动触发）：破坏对手控制的至多2只怪兽。
## Slowburn: Long Fuse
n 慢燃：长引线
l0 短的一端
t0 抽1张卡。
l1 长的一端（充能）
t1 充能（在你的准备阶段自动触发）：从你的卡组把1张“慢燃”卡加入手牌；获得2点法力。
## Slowburn: Powder Trail
n 慢燃：火药引迹
l0 细细一线
t0 对手控制的1只怪兽失去300攻击力，直到本回合结束。
l1 引迹尽头（充能）
t1 充能（在你的准备阶段自动触发）：破坏对手控制的1只怪兽；其控制的另1只怪兽永久失去500攻击力。
## Slowburn: Tripwire
n 慢燃：绊线
l0 引线点燃
t0 把对手控制的1只怪兽转为守备表示。
l1 充能：齐射线列
t1 充能（在你的准备阶段自动触发）：把对手的所有怪兽转为守备表示。
## Small Favors
n 小小恩惠
l0 小小恩惠
t0 支付1点法力：从你的墓地把1只1级怪兽返回手牌；抽1张卡。
l1 小小奇迹
t1 改为支付2点法力：改为将其特殊召唤；抽1张卡。
## Snooze Button
n 贪睡按钮
l0 再睡五分钟
t0 每回合一次：对手控制的1只攻击力1800以下的怪兽本回合不能攻击。
l1 请勿打扰
t1 改为支付3点法力：它本回合也不能改变表示形式。
## Snugglet Acorn
n 偎偎兽橡果
l0 藏起来
t0 每回合一次：支付1点法力；从你的墓地把1只“偎偎兽”怪兽返回手牌。
## Snugglet Beanbag Throne
n 偎偎兽豆袋王座
l0 王室召见
t0 每回合一次——支付2点法力：从你的卡组把1张“偎偎兽”卡加入手牌。
## Snugglet Blanket Fortress
n 偎偎兽毛毯堡垒
s 你控制3只“抱抱兽”怪兽且墓地有3张以上的卡 — 支付4法力。
l0 把毯子拉紧
t0 每回合一次，双方回合皆可：支付2点法力；你控制的1只“偎偎兽”怪兽本回合不会被破坏。
## Snugglet Bumble
n 偎偎兽嗡嗡
l0 嗡嗡打转
t0 此卡被召唤时：从你的卡组把1只“偎偎兽”怪兽加入手牌。
l1 忙碌的小蜜蜂
t1 改为支付2点法力：另外加入1张“偎偎兽”法术。
## Snugglet Cuddlepile, Three Deep
n 偎偎兽抱抱堆·三层高
s 你控制3只“抱抱兽”怪兽 — 支付3法力。
l0 再挤一个也行
t0 此卡被召唤时：从你的墓地特殊召唤1只“偎偎兽”怪兽。
## Snugglet Group Hug
n 偎偎兽集体拥抱
l0 集体拥抱
t0 你控制的至多3只“偎偎兽”怪兽本回合不会被破坏。
l1 抱得更紧
t1 改为支付2点法力：它们还获得400攻击力，直到本回合结束。
## Snugglet Mopsy
n 偎偎兽毛毛
l0 幸运脚
t0 此卡被召唤时：获得1点法力。
l1 好运连连
t1 改为支付1点法力：你的下个回合另外多1点。
## Snugglet Nap Time
n 偎偎兽午睡时间
l0 午睡时间
t0 支付1点法力：你的至多3只“偎偎兽”怪兽本回合不会被破坏。
l1 深度睡眠
t1 改为支付2点法力：它们还获得300守备力，直到本回合结束。
## Snugglet Nightcap
n 偎偎兽睡帽
l0 再挤一个也行
t0 此卡被召唤时：你可以从手牌特殊召唤1只“偎偎兽”怪兽。
## Snugglet Nightlight
n 偎偎兽小夜灯
l0 为朋友发光
t0 此卡被召唤时：从你的卡组把1只“偎偎兽”怪兽加入手牌。
## Snugglet Pebble
n 偎偎兽小石子
## Snugglet Pile-Up
n 偎偎兽叠叠乐
l0 叠叠乐
t0 支付1点法力：从你的手牌特殊召唤至多2只“偎偎兽”怪兽。
l1 大家一起来
t1 改为支付3点法力：从你的手牌或墓地。
## Snugglet Puddle
n 偎偎兽小水洼
l0 快乐水花
t0 此卡被召唤时，你控制3只怪兽的场合：抽1张卡。
l1 炸水花！
t1 改为支付1点法力：抽2张卡。
## Snugglet Sofa
n 偎偎兽沙发
l0 挪一挪
t0 每回合一次：支付2点法力；从你的墓地特殊召唤1只“偎偎兽”怪兽。
## Snugglet Story Time
n 偎偎兽故事时间
l0 故事时间
t0 从你的墓地特殊召唤至多2只“偎偎兽”怪兽。
l1 再讲一章
t1 改为支付2点法力：它们永久获得300守备力。
## Snugglet Whiskers
n 偎偎兽小胡须
l0 扑
t0 每回合一次：对手控制的1只怪兽失去300攻击力，直到本回合结束。
## Snugglet, Big Spoon
n 偎偎兽·大汤匙
s 你控制3只“抱抱兽”怪兽 — 支付4法力。
l0 大家都进来
t0 此卡被召唤时：从你的墓地特殊召唤1只“偎偎兽”怪兽。
l1 抱紧它们
t1 支付2点法力：你控制的1只“偎偎兽”怪兽本回合不会被破坏。
## Snugglet, the Whole Squish
n 偎偎兽·整团软乎乎
s 你控制4只以上怪兽（其中3只为“抱抱兽”）且墓地有5张以上的卡 — 支付5法力。
l0 全家出动
t0 此卡被召唤时：从你的墓地特殊召唤至多2只“偎偎兽”怪兽。
l1 集体拥抱
t1 每回合一次：支付2点法力；你控制的至多3只“偎偎兽”怪兽获得400攻击力，直到本回合结束。
## Soul Devourer
n 噬魂者
l0 最后的饥渴
t0 此卡被破坏时：对手随机丢弃1张卡，你抽1张卡。
## Soul Grasp
n 攫魂
l0 攫取
t0 支付1点法力；对手随机丢弃1张卡。
l1 双重攫取
t1 支付3点法力；对手随机丢弃2张卡。
## Spark Wolf
n 电火花狼
l0 电光撕咬
t0 此卡被召唤时：你可以支付1点法力；对对手造成400点伤害。
## Spoiler Alert
n 剧透警告
l0 剧透警告
t0 支付2点法力：从你的卡组把1张法术以里侧盖放（本回合即可使用）。
l1 直接看结局
t1 改为支付3点法力：另外翻开你卡组顶的1张卡；你可以把它放到卡组底。
## Spring Cleaning
n 大扫除
l0 大扫除
t0 支付1点法力：丢弃1张卡；抽2张卡并获得1点法力。
l1 深度清洁
t1 改为支付1点法力：改为抽3张卡。
## Stare Down
n 对视压制
l0 对视压制
t0 支付1点法力：以你控制的1只怪兽为目标：直到本回合结束，它获得等同于其对面怪兽攻击力一半的攻击力。
l1 死亡凝视
t1 改为支付2点法力：获得等同于其对面怪兽全部攻击力的攻击力。
## Stone That Would Not Break
n 不肯碎裂之石
## Stone Wall
n 石墙
l0 石肤
t0 支付1点法力：你的1只怪兽永久获得700守备力。
l1 活岩
t1 支付2点法力；你的1只怪兽永久获得500守备力和500攻击力。
## Storm Hawk
n 风暴之鹰
## Storm Siren
n 风暴海妖
l0 呼啸的代价
t0 对手召唤怪兽时：你可以支付1点法力；对手失去1点法力。
## Strip the Fittings
n 拆走配件
l0 拆走配件
t0 速攻·支付1点法力：把你控制的1张神器返回手牌，然后抽1张卡。
## Sudden Squall
n 骤起狂风
l0 狂风
t0 以场上1只怪兽为目标；它失去600攻击力，直到本回合结束。
l1 暴怒狂风
t1 以场上1只怪兽为目标；它失去1200攻击力，直到本回合结束。
## Sunscale Basilisk
n 阳鳞石化蜥
l0 刺穿之视
t0 你可以支付2点法力：以场上1只里侧怪兽为目标；将其破坏。
## Suture Rig
n 缝合支架
## Sworn Statement
n 宣誓证词
l0 宣誓证词
t0 支付1点法力：宣言怪兽、法术或神器，然后翻开你卡组顶的1张卡：与宣言的种类相符的场合，将其加入手牌；否则送入墓地。
l1 再宣誓一次
t1 改为支付2点法力：改为翻开顶端2张——相符的加入手牌，其余送入墓地。
## Sworn to the Gate
n 誓守此门
## The Armorer's Debt
n 军械师的欠债
l0 军械师的欠债
t0 支付1点法力：从你的墓地把1张神器加入手牌。
## The Ascetic of the Ninth Stair
n 第九级台阶的苦修者
s 你没有手牌——支付3点法力。
l0 第九级台阶
t0 此卡被召唤时：抽2张卡。
## The Bailiff at the Door
n 门口的法警
l0 咚咚咚
t0 此卡被召唤时：破坏1只带有留置的怪兽；抽1张卡。
## The Better Offer
n 更好的报价
l0 更好的报价
t0 支付4点法力：获得对手控制的1只怪兽的控制权，直到结束阶段。
## The Broker of Both Sides
n 两头通吃的掮客
s 场上有一只怪兽的控制者不是其持有者——支付2点法力。
l0 两头的生意
t0 此卡被召唤时：交换你控制的另1只怪兽和对手控制的1只怪兽的控制权。
## The Changeling Cradle
n 换生灵的摇篮
l0 布谷鸟之卵
t0 此卡被召唤时：交换此卡和对手控制的1只1级怪兽的控制权；你得到的怪兽本回合不能攻击。
## The Closed Gate
n 紧闭之门
l0 紧闭之门
t0 支付3点法力：对手在本回合剩余时间内不能特殊召唤。
## The Culling Season
n 狩猎季
l0 狩猎季
t0 支付4点法力：破坏场上除野兽族以外的所有怪兽。
## The Debt Made Flesh
n 血肉化身的债
s 你的LP不高于4000且墓地有4张以上的卡 — 支付4法力。
l0 收账日
t0 此卡被召唤时：破坏对手控制的1只怪兽。
## The Door That Held
n 撑住的门
s 你不控制怪兽。费用1点法力。
l0 无物通过
t0 此卡被召唤时：它本回合不会被破坏。
## The Duelist's Code
n 决斗者守则
## The Empty Chair
n 空椅子
## The Empty Shrine
n 空祠
l0 祠堂唤回之物
t0 每回合一次：你可以支付2点法力；从任意放逐区特殊召唤1只怪兽到你的场上。
## The Fallen One
n 堕落者
l0 将其打落
t0 从你的额外卡组放逐1只圣物：你可以把对手控制的1只圣物返回额外卡组。
l1 让复生者噤声
t1 支付2点法力，双方回合皆可：本回合剩余时间内，对手不能发动场上被特殊召唤怪兽的效果。
## The Forbidden Name
n 禁忌之名
l0 禁忌之名
t0 支付2点法力：宣言一个卡名；本回合和下回合，双方都不能发动该卡名的卡的效果。
l1 无人说出的名字
t1 改为支付3点法力：你还可以在对手的回合从手牌发动此卡，但你跳过你的下个战斗阶段。
## The Held Wall
n 撑住的高墙
l0 撑住的高墙
t0 速攻·支付2点法力：你在本回合剩余时间内不受战斗伤害。
## The Hour Merchant
n 时辰商人
s 你有6点以上法力。费用4点法力。
l0 以时换页
t0 此卡被召唤时：抽2张卡。
## The House Always Wins
n 庄家永远是赢家
s 你的墓地有3张以上法术——支付2点法力。
l0 庄家永远是赢家
t0 此卡被召唤时：掷3枚硬币。每有1枚正面，破坏对手控制的1只怪兽；每有1枚反面，你受到500点伤害。
## The Last Asemir
n 最后的亚瑟米尔
s 对手控制攻击力2500以上的怪兽且你有5点以上可用法力时：支付2点法力。
l0 裁决时刻
t0 此卡被召唤时：场上的每只怪兽都转为攻击表示。
l1 漫长的归途
t1 此卡从额外卡组被送入墓地的场合：所有被放逐的卡返回其持有者的卡组或额外卡组。
## The Liberator
n 解放者
## The Long Reading
n 漫长的阅读
l0 漫长的阅读
t0 支付1点法力：把你卡组顶的3张卡送入墓地，然后抽1张卡。
## The Long Way Back
n 漫长的归路
l0 漫长的归路
t0 支付3点法力：从任意放逐区特殊召唤1只怪兽到你的场上。
## The Mirror Hour
n 镜之时刻
l0 镜之时刻
t0 支付3点法力：以对手控制的1只怪兽为目标；把它的复制品特殊召唤到你的场上。复制品在结束阶段消失。
## The Nameless One
n 无名者
l0 无言的号令
t0 此卡被召唤时：你可以把场上1只怪兽以里侧守备表示盖下。
## The Rust Crown
n 锈蚀王冠
l0 蔓延的锈蚀
t0 每回合一次：你可以支付1点法力；以对手控制的1只怪兽为目标；它永久失去600守备力。
## The Second Copy
n 第二份副本
l0 第二份副本
t0 支付1点法力：把你墓地中的3张卡洗回卡组，然后抽1张卡。
## The Sleeper in the Wall
n 墙中沉睡者
l0 苏醒一击
t0 翻转：破坏对手控制的1只怪兽。
## The Slow Drowning
n 缓慢的溺亡
l0 缓慢的溺亡
t0 支付3点法力：把对手卡组顶的4张卡送入其墓地。
## The Toll Gate
n 收费关卡
l0 收费关卡
t0 支付2点法力：从任意墓地放逐1张卡，然后抽1张卡。
## The Turned Shield
n 翻转的盾
l0 翻转的盾
t0 速攻·支付2点法力：以场上1只怪兽为目标；其攻击力与守备力互换，直到结束阶段。
## The Unbroken Oath
n 不破之誓
l0 不破之誓
t0 每场决斗一次。支付2点法力：对手控制的所有卡的效果无效，直到本回合结束。你在本回合剩余时间内不能发动其他法术。
## The Understudy
n 替补
l0 顶上这个角色
t0 你可以支付1点法力：祭献此卡；从你的手牌特殊召唤1只2级怪兽。
## The Unturned Card
n 未翻开的牌
l0 未翻开的牌
t0 支付2点法力：放逐场上1只里侧怪兽，不将其翻开。
## The Usurer's Terms
n 高利贷条款
l0 高利贷条款
t0 支付1点法力：本回合获得4点法力。你的下个回合少3点法力。届时无法足额支付的场合，每差1点法力失去1500 LP。
l1 高利贷的小字条款
t1 改为支付1点法力：本回合获得6点法力；你的下个回合少5点——条款同上。
## The Watchman's Bell
n 更夫的铃铛
l0 鸣钟示警
t0 对手召唤怪兽时：该怪兽失去600攻击力，直到本回合结束。
## The White Elephant
n 白象
## Thelenn, Called Back
n 被唤回的塞伦
s 你的放逐区有2张以上的卡。费用2点法力。
l0 回来吧
t0 此卡被召唤时：把1只被放逐的怪兽特殊召唤到你的场上。
